sample_id,s0_A1_x,s0_A1_y,s0_A1_z,s0_A2_x,s0_A2_y,s0_A2_z,s0_A3_x,s0_A3_y,s0_A3_z,s0_B1_x,s0_B1_y,s0_B1_z,s0_B2_x,s0_B2_y,s0_B2_z,s0_B3_x,s0_B3_y,s0_B3_z,s0_C1_x,s0_C1_y,s0_C1_z,s0_C2_x,s0_C2_y,s0_C2_z,s0_C3_x,s0_C3_y,s0_C3_z,s1_A1_x,s1_A1_y,s1_A1_z,s1_A2_x,s1_A2_y,s1_A2_z,s1_A3_x,s1_A3_y,s1_A3_z,s1_B1_x,s1_B1_y,s1_B1_z,s1_B2_x,s1_B2_y,s1_B2_z,s1_B3_x,s1_B3_y,s1_B3_z,s1_C1_x,s1_C1_y,s1_C1_z,s1_C2_x,s1_C2_y,s1_C2_z,s1_C3_x,s1_C3_y,s1_C3_z,s2_A1_x,s2_A1_y,s2_A1_z,s2_A2_x,s2_A2_y,s2_A2_z,s2_A3_x,s2_A3_y,s2_A3_z,s2_B1_x,s2_B1_y,s2_B1_z,s2_B2_x,s2_B2_y,s2_B2_z,s2_B3_x,s2_B3_y,s2_B3_z,s2_C1_x,s2_C1_y,s2_C1_z,s2_C2_x,s2_C2_y,s2_C2_z,s2_C3_x,s2_C3_y,s2_C3_z,s3_A1_x,s3_A1_y,s3_A1_z,s3_A2_x,s3_A2_y,s3_A2_z,s3_A3_x,s3_A3_y,s3_A3_z,s3_B1_x,s3_B1_y,s3_B1_z,s3_B2_x,s3_B2_y,s3_B2_z,s3_B3_x,s3_B3_y,s3_B3_z,s3_C1_x,s3_C1_y,s3_C1_z,s3_C2_x,s3_C2_y,s3_C2_z,s3_C3_x,s3_C3_y,s3_C3_z,s4_A1_x,s4_A1_y,s4_A1_z,s4_A2_x,s4_A2_y,s4_A2_z,s4_A3_x,s4_A3_y,s4_A3_z,s4_B1_x,s4_B1_y,s4_B1_z,s4_B2_x,s4_B2_y,s4_B2_z,s4_B3_x,s4_B3_y,s4_B3_z,s4_C1_x,s4_C1_y,s4_C1_z,s4_C2_x,s4_C2_y,s4_C2_z,s4_C3_x,s4_C3_y,s4_C3_z
train_00000,-849.9854640944046,9.922573541345285,9.971768753961442,-650.0213057248178,9.979680589176922,9.97104956719401,-649.9931961918,89.99840458918008,10.019152832163106,-99.99736762664789,-40.0121248010828,0.047095487251913405,99.981940112021,-40.00323563741825,-0.054357763614447226,99.94916393223224,39.96981589178238,0.023640278319068297,649.9818663648533,-90.03222388841947,-10.009360237228767,849.9786536142384,-89.94713375631183,-10.01338690679422,849.9807865777232,-10.037132207634343,-9.986356639603246,-750.0020758180713,-19.934409997892956,0.05773969883535697,-550.0514664355986,-19.98495993863619,0.008464920759833086,-550.0105691264723,59.94775799991557,-0.0006713755019489495,-100.03440704836297,-39.95075636801765,-0.07267185955101814,100.07387144910112,-39.9971142962858,0.107797431100527,100.02082687585033,39.96948884768019,-0.02435009000950561,550.0055278473485,-59.99568002246484,-0.009721813998117976,749.9582848505007,-60.007055650382384,-0.004125745304130849,750.0282101754613,20.01366459543359,-0.007671290659561552,-599.9601667907542,-39.82056796292235,-0.46047484872294786,-399.9801930397197,-39.83415863652959,-0.2937071008274351,-400.00710751243525,40.11834364594335,-0.5122704280742904,-99.98920575486456,-39.910638297587305,-0.14493777262217974,100.03520455626986,-39.926811403588125,0.10618532089746018,99.97626069271948,39.98424684306466,0.01261306630018037,549.9873230173478,-59.98764750026475,-0.03747817579666544,749.9268635917579,-60.02112312049374,0.01331672757201079,750.051109603057,19.990284419389166,-0.019784754857894063,-599.9423270596362,-39.836925591169546,-0.49605731553121996,-399.93852105620596,-39.79059043140353,-0.29282223949206415,-399.9202747435889,40.17508309678738,-0.543128067540785,-99.95796907431527,-39.98475337911859,-0.06429664791839348,100.06078028911153,-39.99557314630263,0.1743065184584719,99.95871909285569,39.98905468962792,-0.003855257250627937,400.0534555834666,-39.926014875401314,0.46763715584041443,599.964917536209,-40.01440921807199,0.7174198272341578,600.0477510925025,40.022254855262716,0.6246215003003447,50.083304655904804,-579.9956210120441,30.084503172556484,49.983908582485014,-379.93885872901586,30.101160139620333,-30.027898956734504,-380.00753590196234,29.928285951975038,50.01532594867482,-80.11855249666654,29.937365439584497,50.10616375599601,120.04451888971623,29.929385738861814,-29.895985067434538,119.90310370880191,29.969591550607618,50.00959500347356,420.01021494603015,29.9372186979852,50.07334210935313,619.9973748023152,29.93168013572599,-30.059844040548516,620.1110470516978,30.06257902474435
train_00001,-849.9488218911389,9.985773514235195,9.98874571580644,-649.9536749023204,10.009563210196669,10.011504085987124,-650.0092017102617,90.00003853836802,10.014440904777098,-99.97577110261194,-39.94282367597479,-0.01019824464925283,100.0015275635213,-39.973017794529326,-0.0019156296946397852,99.9358527671734,40.036861655910016,-0.07128714683409311,650.0149676160629,-89.96205769541368,-10.021150494771073,850.0199438025535,-89.96096367387189,-9.984296666242198,849.9779153681648,-10.012436350934298,-10.018275966899552,-750.0279781498828,-19.9211276611035,-0.017883983058842125,-550.0220250450342,-19.985393576317705,-0.04546139597111531,-550.0267029708099,60.06760194844691,-0.021056761641702913,-99.96094879959887,-40.100022865185394,-0.04772413602583658,100.07907897008631,-40.05668715644894,-0.01894974985313854,100.0141667088085,39.943735548957676,0.0916965955980141,550.0300521188964,-59.917758862692736,-0.027296701101773495,749.9662888967706,-59.982825718982994,-0.023453245511220248,749.9972388345685,19.964523048293557,0.007490329517077524,-599.9392912486798,-40.26478675857654,-0.10034725255272872,-399.96448880775125,-40.1838774284686,-0.017463245057186823,-399.95297315351945,39.733903765363344,0.00486148145716913,-100.00636560033323,-40.0485430739797,0.007654747168018623,100.03005298609035,-40.05605954903784,0.008085378438759411,100.02369566585493,39.93257462696592,0.051261902237419776,549.98056887576,-59.90913575270937,0.01227179329083598,749.9320504337095,-60.02504914334459,0.03758670026016295,749.991617707139,19.956180551602838,-0.07546278030080984,-599.9804955180064,-40.31770194526199,-0.08456715193522035,-399.93405231841655,-40.193750839362785,0.034724474119429215,-399.9587326773673,39.79491294210058,0.02946137228295112,-100.02377130081895,-40.06339043339024,0.012745264125743692,100.01916686336283,-40.07342044731581,-0.08149772693393532,100.00035158276225,39.9660212865521,0.10217129172491943,400.0146875706057,-40.14130327293536,-0.055075382694533305,600.081546918,-40.10972195729003,-0.006438612055200738,600.0598935457774,39.86033214250194,0.13786702308675217,49.989510911002384,-580.0032055847537,29.891312056791058,49.90749977553697,-380.0065367316123,30.07363034924015,-29.990863383729188,-379.967407266829,29.94999412305243,49.896044564601,-80.00316047008167,29.966188583553503,49.9361240851343,120.08869406714201,29.990391697680156,-30.123720223586112,119.96827317729745,29.947799845152858,50.13357495063971,420.02921543372,29.957342644992078,49.975787822638495,620.0465009887893,30.09885236555272,-29.92184077116034,620.0174201948765,30.00103338675514
train_00002,-850.0097135178783,10.001064486850147,10.05118337438437,-649.99859679098,10.025250389222355,10.019994880297977,-650.0422438682795,90.011202264193,10.005214294358307,-99.97561702337867,-39.997357333162604,-0.002838219463732794,100.0372707511936,-40.03385308931316,-0.006841499048110211,100.0312435590287,40.02657233615978,0.015811307164355342,650.011058647153,-89.98218368407505,-10.045164735371044,849.9414706579217,-89.94734980002964,-10.006114905777348,849.9460576270541,-10.004221158319778,-9.977595243595347,-750.0180634093142,-19.978304701797967,-0.059306994309410443,-550.0205455772008,-20.09065816462365,-0.014891091710642543,-549.9783342377307,60.007905603096575,0.03356099041236725,-100.01213860557385,-39.99857346123333,-0.020436837276519224,100.00612367167768,-40.02357761564232,-0.04947754329623781,99.96863613453378,39.9910787946155,-0.05867682287744969,550.07243138138,-60.08461382989914,0.08798969742807833,749.9988533012233,-60.042569554766864,-0.07296124009039438,749.9831082097894,19.96454561876171,-0.002255254838064817,-599.9928530747624,-40.072748715454125,0.08915591796586407,-399.97264126269874,-40.02702810358223,0.005940836850623025,-399.9916182466651,40.09494127609788,0.0005800851369526746,-100.03075294235424,-39.95011471611089,-0.0950553355035007,99.99061653125807,-39.951990614753164,-0.0027609996598498207,99.9760297037486,39.97963279361293,-0.06821122708518693,550.0957764963251,-60.069961220260126,-0.027255707981652066,749.9770370267504,-60.04675544635648,-0.025441952860029062,749.9368130774692,20.02111477092894,-0.027343379136544155,-599.912009186165,-39.99181321863781,0.09299589360791741,-400.034709604787,-39.97762692571221,-0.003527099769245933,-400.0133313083053,40.12606853839645,0.06964218614482247,-99.98587119980942,-39.86104943554033,-0.14530654398533221,99.98121775205972,-39.916483968169416,0.045932575234132356,99.92437620752715,40.08513329884332,-0.06590058755896626,400.0359270403752,-40.042523129495564,0.13970552838729527,600.0332155171445,-40.065805705300974,0.23023559098144994,599.9605298164439,39.92475783275179,0.23733312675654308,50.11340047753431,-579.9228669117686,30.141698440234702,50.07241142534504,-379.9978312932547,29.965832216076766,-29.97279508292889,-380.0136331716832,29.996489837918485,49.92948794097397,-80.02979610971188,29.878740356873685,49.995608560957145,119.99366028528324,30.022816284003685,-29.9427002070059,119.97839201842412,29.80702123822052,49.932330329207495,420.07656324760995,30.008677061360167,50.03884444824437,619.9886590878068,30.086294444088875,-30.021812221328286,619.9522569964994,30.008349371492375
train_00003,-850.0103932896029,9.986019635001705,9.94672687685462,-650.0060382489971,10.026826598553004,9.974083706112683,-649.904109898148,89.97571476047479,10.002409240343539,-100.01822027601712,-40.04907524997012,0.009068531184079107,100.01963749345411,-39.97307896698632,0.09352498723659798,100.004417066813,39.99710472115451,-0.02892739442077922,649.9976383262882,-89.92485666031124,-9.990634689175971,849.998594397047,-90.00257064543682,-9.971365808303993,849.9774021425623,-10.01274625136509,-10.007550231002522,-749.9737345639494,-20.023834918562294,0.11239208336331638,-550.0379133672965,-19.997743819795332,0.03218068726148007,-550.0250982902988,60.009794232366296,0.01621963500479343,-100.00778052623369,-39.98006301640117,-0.04647053219076859,99.97706035985254,-39.98738272291731,-0.1228287541509964,99.94846146831246,40.01838768276025,0.04337295274707462,550.0373831104873,-60.0816667909186,0.03197178484020004,749.9717792736284,-59.981038827234045,-0.052663130152051645,750.0186797391508,19.987161412433288,0.01962870710520878,-600.0953174052742,-40.02171656202601,0.10139775799216912,-400.0971655505404,-40.04043156835792,0.10606826592701074,-400.05164441558804,39.948015439318176,0.12762745617041887,-100.00916840501431,-39.96274071675091,-0.05279370936359767,100.01040288203166,-39.94408851031177,-0.08259555560301982,100.00240718550971,39.99588091977528,-0.06966220369898496,550.0234251896467,-60.13389750739362,-0.04890035309099357,750.0270253288292,-59.99015122164248,0.017025609127900652,750.021929373957,19.986203756302555,0.09431531996177665,-600.0755510014969,-40.04047824075428,0.13968582466249702,-400.1187702213839,-39.98015331822903,0.13979498145353408,-400.07335606275467,39.969237735401194,0.24000257564971983,-99.9791495889084,-40.006423879798,-0.08880993079487132,99.99138306783823,-39.96981951852289,-0.06916575138373514,100.03855724250008,40.01780241427879,-0.027036038085452144,400.00162623176413,-39.95684331423982,-0.13101429277988494,599.926189019321,-40.04921208898664,-0.13737661342580906,599.989869286183,40.0315138322568,-0.1996779414301508,50.071808552202114,-580.0002785429674,29.93231060205919,49.95946984744204,-380.03446845845434,30.008576159470387,-29.97923438119133,-380.04789931909676,30.017242864203656,50.00368452778044,-79.99518169390228,29.971722559916955,50.04699183800405,120.05248566692215,29.946690515460727,-30.046690849182788,120.04231832618463,29.997366653989143,49.912159044009265,420.02130215198184,30.074992123981357,49.96032309265039,619.9653811348496,30.077325838669147,-29.97907945503425,620.0554973153082,29.861075350239528
train_00004,-850.0384229246706,9.97014841528237,9.989664328778682,-649.995991644579,9.995617083030695,10.003665091302363,-650.0086096008655,90.02641179885882,9.933042301205406,-100.03950127305633,-40.00565458312219,0.05161720172784015,100.02249264897992,-40.009209279949985,0.03039029581053471,100.05489971442066,39.96411228959861,-0.02955142054315209,650.0336268619791,-89.99123871933,-10.026259460887424,850.0181555703803,-89.99050707580027,-10.004236109202004,850.0186604651774,-9.951115914138867,-9.961966448879318,-749.9883221387753,-19.928782842847976,0.059823065871227224,-550.0138377963523,-20.02461547723283,-0.013266402501724953,-549.9804210528828,59.986104170368286,0.031974350986618646,-99.95153778180861,-39.997457393734074,-0.0205886826714054,100.06127902332942,-39.891592596266044,-0.035628197835634375,99.97415821454507,39.975120239126,0.05433108057602225,549.9561856029511,-60.003157524513234,0.02911425826606138,749.9856404090384,-59.9920424262127,0.031160965040864727,750.0014297916749,19.9974678559091,-0.05261620222880245,-599.9319935325423,-40.26924698606982,-0.04892123122144792,-399.9195517996125,-40.1090882704165,-0.06709569564209819,-399.99668373520393,39.97468629130304,0.19130046303992157,-100.00133347550504,-39.938187729424115,-0.11303133618334031,100.00098793316181,-39.932157138140326,-0.028177811920204267,99.9910680317213,39.982120608227675,0.09231758590142367,549.9176725554681,-59.986947081562946,0.028866115598121973,749.9782022073018,-60.05732044631965,0.04089446800159748,749.9491193793427,19.98304220641942,-0.05634501527814886,-599.8570334871242,-40.23853918024129,-0.0835043010440249,-399.93830467499714,-40.13367200646657,-0.03071536916237089,-399.9860455966635,39.97836930083031,0.1923573942004047,-99.96367016746377,-40.04246078602956,-0.1386967844364648,99.97960348569181,-39.91344480239031,-0.01651592375965067,100.02531509597527,39.98783986108492,0.041579794552921844,399.98181278281453,-40.08708449461593,0.09510630284710735,600.0048282682878,-40.07911777310626,0.1732064320495445,600.049211185911,39.967771857708016,0.3608057988503388,50.21748160892533,-579.926760585155,30.05534620977557,50.09681058331762,-379.96133768095234,30.070602360692995,-30.068823817260288,-380.07655938643006,30.079020845007506,49.88685331145203,-80.076889110475,29.863820326207403,49.85266134662107,120.03752452779861,29.9323822710281,-30.0159823472869,119.95767156194847,29.82166119060976,49.97587323205015,420.0083375062122,29.97526732509952,50.04369250589538,619.9890285257202,30.10502157671832,-30.03744988283384,620.0399876161197,30.090154471616813
train_00005,-849.9837210854494,10.00551835726356,9.971018755639149,-650.0577723765157,10.004885307319807,9.954626411280113,-650.0108062991895,89.97895774205242,9.990202547217038,-100.03736910314977,-40.07676513197138,-0.03582302342092466,99.95632520295857,-39.991243051062135,-0.0016594636203007915,100.00323934191697,39.97776935847277,-0.007158954963389131,650.0379203983296,-89.98084028142077,-10.034367637268229,850.0656379660911,-90.01690642960374,-9.991214189993363,850.0021929688849,-10.03905517612802,-10.004527676350152,-749.9585332180573,-20.00700089393393,0.062077039554416236,-549.9783138557458,-20.010435308638353,0.06616295283469512,-549.9862514920721,60.06224118178511,0.08556352563634367,-100.02629897086861,-39.917383851701125,0.04325282762931795,99.9943543528842,-39.93872361694582,0.0108335730516355,100.01837513988532,40.01458086711884,0.002903618331622631,549.9525268757595,-59.929235206312335,0.006180154869583513,750.0026834997323,-59.92566205917084,-0.026153439624617296,750.0308055638538,19.986242056507898,0.05396741449861592,-600.0018420844821,-39.74147768918294,0.07320503202629633,-400.07865983705057,-39.94102519767765,0.033368126236136025,-400.0480550033101,40.0969548696268,-0.058795952772379485,-100.01338153704188,-39.992408555065644,0.03152584979690441,99.97088257041217,-39.94382850158793,0.06205269720695538,100.00499652096171,40.08077692576778,0.07146465047137718,549.9784641671449,-59.92353367756582,0.061596295661024036,750.0017973154308,-59.93937328783701,-0.09232617563789224,750.0092829623712,20.0734360833795,0.03533616525574862,-599.951074864028,-39.762669129966945,0.10356621077634975,-400.05621886789226,-39.94770877652378,0.06330974020991359,-400.07287190317885,40.085986175179634,-0.05934673331031888,-99.94434814326314,-39.988993769930694,0.06965958616403539,99.95093127739798,-39.95747639890839,0.10902526961982709,99.94861819419822,40.13308174525104,0.09478734201609043,400.0043599181073,-39.9047621329977,0.09156725649060518,599.9473101650995,-39.88008004994751,0.20884018511437777,600.0030098049057,40.070013309873396,0.14864849485938417,49.94066108738634,-579.9598844664989,30.028767587331853,50.03058459203098,-380.0471140169091,29.96683844732657,-30.04125897366487,-380.03302328233326,29.911311876145195,50.11361254722793,-79.93245451147163,29.88862564306853,49.98822562349097,119.93588845696799,29.94062851924462,-29.94870318557428,119.95859243290853,29.999884887955574,50.022502030193465,420.0277548251512,29.88883855919935,49.9399329655213,619.9886331541646,30.07923525144092,-30.03453505015374,619.9806216642307,30.008042211972487
train_00006,-850.0207404104758,10.03961767858518,10.026773684419922,-650.0219584810027,9.974962090251665,10.01412214500054,-650.0148920984432,90.01534442866568,10.008034238126857,-99.98768697095868,-39.926499303878856,-0.012731688207132415,100.01177339777783,-40.019972989759914,-0.011393961039868358,100.02392450230249,40.0639455278193,0.04951084085767167,649.9895242815938,-89.97847016598593,-10.0198680837096,849.9357772585901,-89.99788262585346,-9.99495398103942,849.9864688933764,-9.999510438429285,-10.015498727783509,-749.9946693468032,-20.011489517532375,-0.046680567158757125,-549.9605127606935,-19.99718434021722,-0.031944879205412585,-550.050627666335,59.987880673971375,-0.0703525011330645,-99.99022780787894,-40.049966865314566,0.011921880495244685,100.01437553150804,-40.00071278760064,-0.008075825053065606,100.00317381369538,39.964430271833194,-0.08949195188432599,550.0160730797935,-60.02602938612899,0.05980084884918456,750.0277648595902,-60.068102447941904,0.01543087312629849,749.9959284211172,19.993082351203924,-0.019145076446847438,-600.0082130721886,-40.052632104931185,0.071592084182453,-399.9919907893472,-40.113245357476195,0.07133388816280878,-399.94112820004074,39.88745056861316,0.05304299210239896,-100.02347813414505,-40.066388106576326,-0.014461807235441868,99.92830140425669,-39.997921871295716,0.03767644608513024,99.96070072999073,39.95983489504019,-0.10474839725573534,549.9780203725369,-60.01297927577055,-0.02422502509714787,749.9920390236464,-60.00731816544899,-0.03549417263001089,749.981785407723,20.031258209327124,0.0686483503270306,-599.9890483850503,-40.037102049494216,0.15818141936638733,-399.9863076245227,-40.07184806564082,0.01892694231023333,-399.97270534472204,39.84106012595579,0.043940137321723916,-99.98997249257002,-40.06745053306877,0.0487356399095764,99.99958003297213,-40.000276213011794,-0.0032661038159024144,100.04663982317741,39.98277662620818,-0.08084312762399636,399.93143466789996,-40.01295769469407,0.15286988945912905,600.0323693696815,-39.89634600649257,0.21554851392635596,599.9500440436269,40.0631048860386,-0.0016575981341368506,49.962905450841674,-580.0263523893727,30.079673060012396,50.02282292181006,-379.984833232403,29.960507457395053,-29.895060985611202,-379.98733654113806,30.08996576918124,50.011795633527726,-79.97663321940425,29.90549646204667,49.96462856863043,119.95970899373854,29.950605237823723,-29.997551468283344,120.04729983154579,29.94525481588134,50.02315895639646,420.0228533666424,30.008742206574137,50.01396073756705,620.0593143404352,30.11965448328366,-30.031122534850056,619.9869212525416,29.94835825907289
train_00007,-850.0159344516939,9.991129971302586,9.998364668923376,-649.9424267513265,9.965008641541404,9.966578239356416,-649.9957306590519,89.97936964625057,9.996828253835185,-100.01924989356152,-40.01733252810333,0.027988424900425853,99.96006589992513,-39.987867747877225,-0.0172732480851357,99.98377281497412,39.982331832149534,-0.042154817847633405,650.0263715522823,-90.00432386043478,-9.977952801602456,849.9925882260083,-90.03174120659692,-9.985181878379422,849.982241515833,-10.01574195744018,-10.03453625558214,-749.9840296209032,-20.056782774159977,0.043067096433430756,-550.0020269953521,-20.030446117455178,-0.005161721289398659,-549.9732520250221,59.949717253116134,0.05715188826036605,-100.00220191314118,-39.893676697447795,-0.05237192499243189,100.01467887626781,-40.024146747102364,0.018785912486694287,100.09692113964836,40.044494174039855,0.08165507658990348,550.0301758803852,-59.960839664604826,0.017320546878256456,749.9343211011374,-59.93618504493244,0.006263037377364604,750.0460841917098,20.116319916786583,0.037473371446283286,-600.0237054075126,-39.50735446543707,-0.3520711484627115,-400.0071982002755,-39.6883914798905,-0.14406614202221824,-399.96420205188053,40.40554772852957,-0.16409763702296393,-99.96467609370605,-39.93794244680797,-0.08975781627933996,99.94356826141521,-40.05678711283957,0.05104231038726961,99.98490053486978,40.00954002051116,0.08003621104454081,550.0205484257713,-59.98527256809336,-0.01034926891276754,749.9156329996389,-60.0046901520647,-0.012101548537137762,750.0087416273022,20.003941931291816,-0.00998864038985764,-599.9382772369828,-39.48550454122208,-0.35260617811278294,-399.9577293174703,-39.65462388788051,-0.12639466203632618,-399.9572553403681,40.34721464059534,-0.18262749827939725,-99.96402789749574,-39.95417554797213,-0.016781238987853796,99.98338675850319,-40.099592556106494,-0.023430000857693895,100.02515757939922,39.964604242647255,0.1127083736189832,400.0070716885112,-40.187553457849354,0.28406183941266994,599.9683054229541,-40.16663962042955,0.39185436236219584,599.9678851621806,39.81910890475217,0.4967302265455666,49.872749295059364,-580.0333795443727,30.023113109264216,49.9623796197687,-379.9578270662723,30.06838782912485,-30.011988615657657,-380.05083512620064,29.972007335533977,50.108254743325006,-79.91527939795355,29.99946840831563,50.149911638230165,119.96377799553478,29.953556161008237,-29.95287780137177,119.9432178004296,29.909329469581305,50.03096314988252,419.91269494397017,30.00818293715636,49.86630419074505,619.9581716926244,29.978520594604163,-30.090798036939752,619.9338914458147,30.034456424603018
train_00008,-850.0227794917206,10.02139760381975,10.051591387478522,-650.0454198896057,10.053748115811835,9.980097476058168,-650.0064019552,89.95199729735533,10.01394443668898,-99.99840439333634,-40.03185060705299,-0.026362128917892965,100.0277860513359,-40.051988265103,-0.01723248514257924,99.96446504552696,40.03543771647649,-0.006535432771568911,649.9762540265461,-90.00181743629648,-10.013788824745616,850.0417906393991,-90.00071987732386,-9.987271536445068,850.0270686405114,-9.991827024494214,-9.9973016026263,-750.0083368130988,-20.009666691488498,-0.09051127838687226,-549.951904354448,-20.034294259619323,0.017151987804314504,-549.9614688662554,60.02700239720913,0.018312203352261906,-99.99156334673384,-39.99779806232964,-0.013231854666409765,100.02310458886603,-40.002830518610196,0.06834060002747895,100.0002259219134,39.993255049270765,0.0005313423813660973,550.0192750140309,-60.093698702484346,0.027280644649815604,749.9711158682949,-59.99478453344521,0.02597040896738678,749.9686172288364,20.012925486242995,-0.012145129641899288,-600.0242701455405,-39.96786042582678,-0.1995392749674889,-400.01936784142987,-39.96374249071393,-0.14519557847309988,-399.9556834730339,40.03163417563574,-0.3052376397658672,-100.09437242123671,-39.93150752123449,0.032699906426214724,100.04757117885055,-39.990738210892175,0.010686654225691816,100.03200929013026,39.94614938470045,-0.032749159311067075,550.0993631441007,-59.96367846848781,-0.037291697877261006,749.9834413908113,-59.996790905807075,0.040781493622612866,750.0138445766753,19.9564380134816,-0.039664569674677574,-600.005583195453,-39.924670963200334,-0.1371777687433526,-399.9747513992991,-40.036052503769874,-0.1985017619599526,-400.0396963976079,40.03162789169546,-0.3119160875140399,-100.07245390332491,-39.966542149768145,-0.002972461898745187,100.02563607808014,-39.902142099816686,0.07254364714209849,100.0530933066064,39.897583808393364,-0.05233642332160924,400.01434458964667,-40.21926526323999,0.08974251841380915,599.9541749206284,-40.23352478845984,-0.07203452527874797,599.9847488516076,39.730674227862096,-0.07485855309072727,50.09320816955614,-580.020551763971,30.047548615006825,50.05058855980333,-379.95725532226584,29.962239606424212,-30.002616883889036,-380.0081962981928,30.035845526567936,49.87097580934284,-79.97176394754906,30.073394829246933,49.863506327282984,120.11115095192393,30.035119844910398,-30.07441922207549,120.01756859072027,30.11700323978583,50.03915194777361,420.05281373467176,30.039213292047254,50.04543650516192,619.9617752990613,29.83090454058462,-29.922230271637535,619.9708383463623,29.988949904726486
train_00009,-850.0012265506143,9.994915333350022,9.976442263008686,-650.0067301931767,9.991365042795115,10.053599296520666,-649.9755292435275,90.03993028181387,10.013762790615619,-99.9953695828931,-39.99676920318212,0.06850861437141902,99.98116350683968,-39.96203815472557,-0.013156381162770596,99.92305413707042,39.96767390470215,-0.04530254873317228,650.0769178130568,-89.98282769065155,-10.007025852680766,850.0083024819517,-90.0118386013415,-9.991586550815345,850.03204759828,-9.98345333839926,-10.0266644027535,-750.021204484967,-20.045612069469875,0.002123512749496642,-550.0034011997333,-20.031466477866278,-0.062002822419811636,-550.065773829042,59.99421751259518,-0.038376064395079845,-99.96427158455414,-40.002376478707994,-0.06095589261222841,100.01237039759961,-40.047979765320385,-0.01323536068697573,99.97383341456747,39.968605997650506,0.030523182487991782,550.0286329580365,-60.04812933397813,-0.004287934514612748,749.9744224121148,-59.937931778455095,-0.05633441147270421,749.9522817108971,19.936162879383083,0.05881062103790313,-600.0476087093305,-39.93598012573024,-0.13042771822960011,-399.91438435845816,-40.04980388437667,-0.11918675134441117,-399.94912560770865,39.97846327681436,-0.08105293975872102,-99.99970288736193,-40.0596910057773,-0.09560696102701785,100.03808894709071,-40.00234789513046,0.00934044824971737,100.00476352757907,39.96019591220202,0.022609318376895067,549.9328440690549,-59.992370686821346,0.06605550466017052,749.966464501221,-59.9671909250211,-0.06708919710169776,749.9741672808777,19.977362774479662,0.03836413660668355,-599.9898135240159,-39.93771915846672,-0.14510067462669984,-399.90985937846864,-39.9703613675553,0.006061296605576097,-399.990329486666,40.031811120145825,-0.03934714288814711,-100.03480727520959,-40.001459324230225,-0.07357329337656926,99.96366580775972,-39.98172677262997,-0.054722501554748386,99.97107771287084,40.0260901500572,0.11422324702320996,400.0694361684307,-39.997169740800686,0.12675565019944085,600.0084330369982,-39.886559214574866,0.26610528810303063,600.0264812570753,40.07754679419963,0.28588121103551717,49.90879632431177,-580.0047478280592,30.012556527441355,50.03367168323052,-379.9441506729325,30.009238320770276,-30.04310657061162,-379.9912394980091,29.92773853372957,50.10572581197038,-80.00926149360079,29.909594686824,50.01571361704185,120.03772037853534,29.96277866267794,-29.953967217318414,119.95648522087023,29.91422601894672,50.101302403875486,419.99162495074336,30.002193707058282,50.00575497100806,620.0117841134145,30.185639947493744,-30.049669210962882,620.0563961037296,29.995524773344634
