sample_id,split,stage,point,x,y,z
train_00000,train,0,A1,-850.0253648710694,9.971514725980825,10.010833915674846
train_00000,train,0,A2,-650.0091310276187,9.985916625330612,9.973416012911864
train_00000,train,0,A3,-649.9631321739986,89.93576060769017,9.98704074861256
train_00000,train,0,B1,-100.01669255538411,-40.03179219547419,-0.044650875361845845
train_00000,train,0,B2,99.98897979195488,-39.984837927095555,-0.05621803298727482
train_00000,train,0,B3,99.99996398328639,40.046893258202886,0.01563541564218264
train_00000,train,0,C1,649.9939557273104,-90.015236508064,-10.007146495664962
train_00000,train,0,C2,849.9924640025378,-89.97258106081952,-10.01520989327286
train_00000,train,0,C3,850.0390978444694,-9.98636608211003,-10.014631397025482
train_00000,train,1,A1,-749.9802343003207,-19.97227514389196,0.0074531183713536925
train_00000,train,1,A2,-549.9463295531057,-19.948195493871186,0.10004837169661461
train_00000,train,1,A3,-550.077922670621,60.00840349244625,0.04982435408211071
train_00000,train,1,B1,-99.99716670017594,-39.957271617893255,0.011862195197324281
train_00000,train,1,B2,100.00164224308715,-39.908152172014645,0.12316905032345664
train_00000,train,1,B3,100.01901158345967,39.98396290212267,0.005305265918868554
train_00000,train,1,C1,550.057532988338,-59.98198181986626,0.09516823422271775
train_00000,train,1,C2,749.9857405744284,-60.004296312910306,-0.0046815893804726255
train_00000,train,1,C3,750.0066089444224,19.982497584216183,0.03832182214836047
train_00000,train,2,A1,-600.0015185320527,-39.92645066159108,-0.21105029510632875
train_00000,train,2,A2,-400.00708598697554,-39.97133700660918,-0.22351702084575564
train_00000,train,2,A3,-399.9836900181451,40.096643146562975,-0.3031747174960316
train_00000,train,2,B1,-100.05009017471778,-40.00073596622266,0.07089389835487248
train_00000,train,2,B2,99.97792251235309,-39.99262406154249,-0.010374520075151779
train_00000,train,2,B3,100.00183584729905,39.98769817866447,-0.004158525499658283
train_00000,train,2,C1,549.9991064707853,-59.95871788833108,0.01944605280066963
train_00000,train,2,C2,750.0420715943844,-59.965694216135425,-0.006526086634285007
train_00000,train,2,C3,750.0033867191657,20.046278650518563,0.02241476676023578
train_00000,train,3,A1,-599.9858102852759,-39.988992321521955,-0.2559135523490057
train_00000,train,3,A2,-399.921997668141,-39.94560902418117,-0.2204883048256163
train_00000,train,3,A3,-399.9986800880179,40.06989727647495,-0.2609846596643891
train_00000,train,3,B1,-99.9873833956338,-40.01144823197677,0.04582407504765222
train_00000,train,3,B2,99.95979528144505,-39.96181483831303,0.01511058593766101
train_00000,train,3,B3,100.03934731334748,39.97652278934292,-0.10105163232252758
train_00000,train,3,C1,399.98430562988693,-40.038828570293234,-0.11054199114365232
train_00000,train,3,C2,599.9416849932246,-40.13592106036759,-0.20563140567267824
train_00000,train,3,C3,599.9633115840874,39.975481273526725,-0.1729525018091314
train_00000,train,4,A1,49.96975832910004,-580.0163874369964,29.955747750011405
train_00000,train,4,A2,49.96727238760616,-379.9989796119761,29.976544452899216
train_00000,train,4,A3,-30.052251254342476,-380.0588878372353,29.941386581380137
train_00000,train,4,B1,49.98820751316929,-79.97829619742836,30.23417744765196
train_00000,train,4,B2,49.965609927941784,119.96618068046348,30.12648683306606
train_00000,train,4,B3,-29.93889115484542,120.10606075827813,30.089694539003926
train_00000,train,4,C1,50.06452253615083,419.988499812766,29.980607590406684
train_00000,train,4,C2,49.98970989534027,619.9586552092536,29.92325656375412
train_00000,train,4,C3,-29.990945823682555,619.9654537407126,30.029269178795335
train_00001,train,0,A1,-850.0606031936262,10.030020222884763,9.969132978524062
train_00001,train,0,A2,-649.9948377919064,10.022941285355026,10.076486012043116
train_00001,train,0,A3,-650.0166863754002,89.93995000031742,10.023463233215137
train_00001,train,0,B1,-99.99796440222602,-40.0442750034423,0.011841588724956907
train_00001,train,0,B2,99.9937315864607,-40.02456365315117,-0.05215416500859769
train_00001,train,0,B3,100.0130964504046,39.93410972632075,-0.03275189765675697
train_00001,train,0,C1,650.017625277231,-90.00258849067508,-10.041657964437464
train_00001,train,0,C2,849.9521649679265,-90.04099240782216,-10.017593820491296
train_00001,train,0,C3,849.9239324859368,-9.993455793581527,-9.97296914499257
train_00001,train,1,A1,-749.959110655107,-20.006601608588635,0.03768110911480993
train_00001,train,1,A2,-549.9735081238413,-19.96475303527589,-0.051704698951846324
train_00001,train,1,A3,-549.992960422765,60.048801955501744,-0.00028156227362849916
train_00001,train,1,B1,-100.05066371641385,-39.94738447844065,-0.022688840570920167
train_00001,train,1,B2,100.03702654959898,-39.98108117435815,0.007165951827268112
train_00001,train,1,B3,99.9900821416775,40.04280713531157,0.014328905311153398
train_00001,train,1,C1,550.0361312506518,-60.019559571527594,0.05558290046785025
train_00001,train,1,C2,750.0423593380386,-60.01565437991536,0.05660253777017433
train_00001,train,1,C3,750.1305026262572,19.987953676928615,0.01927584337790951
train_00001,train,2,A1,-599.9756501878636,-39.94408813271155,-0.1426537720750142
train_00001,train,2,A2,-400.0305035108015,-39.98756925713284,-0.15132616809642196
train_00001,train,2,A3,-399.95829578436457,40.04953215075404,-0.056903127426568854
train_00001,train,2,B1,-100.13636644446876,-39.919499210353024,0.015117644876797513
train_00001,train,2,B2,100.02093113493284,-39.96706322528652,0.04940981049521472
train_00001,train,2,B3,100.04558429377774,40.008244269817126,0.011209749964180345
train_00001,train,2,C1,550.0593453382648,-59.95618985896887,0.010288171365491454
train_00001,train,2,C2,750.0631855980207,-59.99807847710037,-0.00014997025650571438
train_00001,train,2,C3,750.0685112641123,20.010436868399992,-0.037859564361253095
train_00001,train,3,A1,-599.9406102732377,-39.90016713359651,-0.07767961674656386
train_00001,train,3,A2,-400.0010316003162,-39.979207598423635,-0.19195611023191336
train_00001,train,3,A3,-400.0039433508315,40.11032854375386,-0.05616605720956974
train_00001,train,3,B1,-100.05245253671256,-39.868941938873654,-0.00840386989583054
train_00001,train,3,B2,100.01520049561172,-39.9031124897146,0.09024866874984445
train_00001,train,3,B3,100.00612256073046,39.94785963225314,0.05794110899789691
train_00001,train,3,C1,399.9916653055803,-40.09714102732695,0.02882489148448099
train_00001,train,3,C2,599.9014482072797,-40.199218796472955,0.07905714582239377
train_00001,train,3,C3,600.0486595455615,39.80332197666251,0.11845143963414438
train_00001,train,4,A1,50.110087542483406,-579.8819804783011,30.066330786638847
train_00001,train,4,A2,50.14977574247195,-379.9453239609632,29.927299682296642
train_00001,train,4,A3,-30.04543728889905,-379.9941679365965,30.02758741380722
train_00001,train,4,B1,50.02002348072689,-80.11192390742825,30.03800927844797
train_00001,train,4,B2,49.94286069677858,119.99573019414032,30.030751231842313
train_00001,train,4,B3,-29.938775496098966,120.05526935901504,29.985856494792717
train_00001,train,4,C1,49.98382100008635,419.9596790309751,29.950323598814524
train_00001,train,4,C2,50.155143834341,619.8574030841852,30.05291991925179
train_00001,train,4,C3,-29.938759298700617,620.0406505067305,29.95990676420545
train_00002,train,0,A1,-850.0042103406666,10.020464012977305,10.038713469266177
train_00002,train,0,A2,-649.9733634297811,9.99304782185644,9.991553518414886
train_00002,train,0,A3,-650.0581866383995,89.9840521937254,10.069901834623392
train_00002,train,0,B1,-100.00138346637686,-39.96707683124278,0.020090281323653144
train_00002,train,0,B2,100.03203388298886,-39.94575471092904,0.017310956164032644
train_00002,train,0,B3,100.00426054199691,40.01940107063201,-0.015535819474979192
train_00002,train,0,C1,650.0041703998155,-90.01255900935094,-9.991157184026568
train_00002,train,0,C2,849.9856234733676,-89.98064566807732,-9.992779506822929
train_00002,train,0,C3,850.0141798269935,-10.024440877344752,-9.993807514805045
train_00002,train,1,A1,-750.0300590381307,-19.980542958125334,-0.04699883049667551
train_00002,train,1,A2,-549.9927773332515,-19.99833533500308,0.03950805359834258
train_00002,train,1,A3,-550.0072280368144,60.02636246456052,-0.09683919926199609
train_00002,train,1,B1,-100.02848325587588,-40.05424002442397,-0.06051740111211988
train_00002,train,1,B2,100.03764412239887,-39.9957905968976,-0.0013929394740697203
train_00002,train,1,B3,100.00152134843134,39.984391549827436,0.05176214978503203
train_00002,train,1,C1,549.9989656202636,-60.01466938694006,-0.011176103265648305
train_00002,train,1,C2,749.9762063639092,-59.97197853707852,0.055577486207327984
train_00002,train,1,C3,750.0480422928713,20.049263107678435,0.023331320039105014
train_00002,train,2,A1,-599.9897237927781,-40.19237329306197,-0.2374816933816287
train_00002,train,2,A2,-399.9119657626523,-40.14778757163381,-0.1860365928060408
train_00002,train,2,A3,-399.9909961335203,39.892439694199126,-0.1386130718642682
train_00002,train,2,B1,-100.01958978274115,-40.0746935004616,-0.05444290334514022
train_00002,train,2,B2,100.0248332533643,-40.02528016196087,-0.07103966783348711
train_00002,train,2,B3,99.96018442249097,39.96112194908953,0.03183854943389937
train_00002,train,2,C1,550.0068598840761,-59.960759745842786,0.004018023283767519
train_00002,train,2,C2,750.06941665812,-59.98802177419741,0.09559895822544129
train_00002,train,2,C3,750.0088419278701,20.017628720809622,-0.013035219012475686
train_00002,train,3,A1,-600.0660341492973,-40.147714578473796,-0.19108139362186505
train_00002,train,3,A2,-399.94208005014036,-40.151906756475825,-0.1884230629711504
train_00002,train,3,A3,-400.0192890601925,39.89702517913396,-0.042136240110218
train_00002,train,3,B1,-100.0142234351989,-40.020408260901924,-0.002175739105020641
train_00002,train,3,B2,100.00837992266183,-39.983163353789195,-0.04757326890806568
train_00002,train,3,B3,99.9715642903423,39.97443588659294,0.05811107388243924
train_00002,train,3,C1,399.9785982761256,-39.86135298770882,-0.15039204644599957
train_00002,train,3,C2,599.9334524030609,-39.92513385892735,-0.16867338005483118
train_00002,train,3,C3,599.97625675183,40.031033208589,0.039496126844270237
train_00002,train,4,A1,50.00496008838382,-579.9738193374042,29.960962119768038
train_00002,train,4,A2,50.052799870571064,-379.89516937077644,29.953011936518106
train_00002,train,4,A3,-30.015057261616885,-379.97040364843076,29.90512966718067
train_00002,train,4,B1,49.943137491918264,-80.00175821093144,30.069709199792207
train_00002,train,4,B2,50.01172037648697,120.03536984956789,30.045215910677946
train_00002,train,4,B3,-30.008227503853377,119.96814808197631,29.982235426727765
train_00002,train,4,C1,50.01179489748926,419.9791429058831,29.940949751540796
train_00002,train,4,C2,49.987576612252305,620.043947116515,29.99010383689419
train_00002,train,4,C3,-29.925660446218117,619.9523084295431,29.913021139695008
train_00003,train,0,A1,-849.9621220387803,9.986219635318013,10.042344198147639
train_00003,train,0,A2,-650.0268884042716,10.001510144065062,10.045811554926994
train_00003,train,0,A3,-649.989541664269,90.01564813057233,10.002445879579808
train_00003,train,0,B1,-100.00511310057855,-39.97564785294073,0.021929156867003252
train_00003,train,0,B2,100.01144524225587,-40.00212758649826,0.046828437728590036
train_00003,train,0,B3,99.99196921204172,40.01315190978078,0.039401662329661295
train_00003,train,0,C1,649.9881207501849,-90.05344784762367,-10.003328675503681
train_00003,train,0,C2,850.0057095132411,-90.0142204468091,-10.001594423560341
train_00003,train,0,C3,849.9792655131394,-9.972336972265527,-9.998043689276171
train_00003,train,1,A1,-750.0320357449569,-19.992373223450052,-0.048284045890561234
train_00003,train,1,A2,-549.9984554066059,-20.04913982903485,-0.04905754497475415
train_00003,train,1,A3,-549.9874095788425,59.99482883577005,-0.053775201510946655
train_00003,train,1,B1,-99.98601809073887,-40.071230826460976,-0.06224879265005749
train_00003,train,1,B2,99.95433821452275,-40.03076972277917,-0.11269051452896033
train_00003,train,1,B3,99.97817548874671,40.003643533774344,-0.08155463860486542
train_00003,train,1,C1,549.9742452064112,-59.94393115267647,0.026319371100389934
train_00003,train,1,C2,750.0465226738127,-59.97767178655393,-0.00295070323155619
train_00003,train,1,C3,749.9523662288702,20.020997377757208,0.05456621238509756
train_00003,train,2,A1,-600.016412258955,-40.21587380067684,0.15487351658314857
train_00003,train,2,A2,-400.04027719272176,-40.13700568470824,0.02300433578283131
train_00003,train,2,A3,-400.11587932708784,39.84110222173484,0.03850277896244763
train_00003,train,2,B1,-100.09364962762976,-40.010078610396,0.039232206455764675
train_00003,train,2,B2,99.96104764722233,-40.023562998979884,-0.014504295137629818
train_00003,train,2,B3,100.00268485384478,39.99610645459731,-0.03891561168818207
train_00003,train,2,C1,549.976121372376,-59.953936081454074,0.04449490351632955
train_00003,train,2,C2,750.0095375172497,-59.97864993232174,-0.04927301059485359
