sample_id,quality_defect,observed_node,maximum_final_error_mm,predicted_root,trace_status
test_00000,True,s4_A2,1.31882901859154,h4_final,localized_candidate
test_00001,False,s4_A3,0.7538341325101369,,no_quality_defect_at_entry
test_00002,False,s4_C3,0.17792999472225624,,no_quality_defect_at_entry
test_00003,True,s4_C1,1.3005392224640178,h4_final,localized_candidate
test_00004,False,s4_C1,0.15088857094386254,,no_quality_defect_at_entry
test_00005,False,s4_A1,0.15357074018914066,,no_quality_defect_at_entry
test_00006,False,s4_B1,0.8227215735714416,,no_quality_defect_at_entry
test_00007,False,s4_B1,0.6867860253134924,,no_quality_defect_at_entry
test_00008,False,s4_B1,0.5829714930303043,,no_quality_defect_at_entry
test_00009,False,s4_B3,0.10789797711139144,,no_quality_defect_at_entry
test_00010,False,s4_C1,0.11434801865176579,,no_quality_defect_at_entry
test_00011,False,s4_C1,0.13249205060865094,,no_quality_defect_at_entry
test_00012,False,s4_C3,0.16943439299263316,,no_quality_defect_at_entry
test_00013,False,s4_A1,0.12450071505562797,,no_quality_defect_at_entry
test_00014,False,s4_C2,0.10894329561699823,,no_quality_defect_at_entry
test_00015,False,s4_C3,0.1577945408436869,,no_quality_defect_at_entry
test_00016,False,s4_A3,0.17520362731931657,,no_quality_defect_at_entry
test_00017,False,s4_A1,0.15818605770884087,,no_quality_defect_at_entry
test_00018,False,s4_B1,0.8408545228581354,,no_quality_defect_at_entry
test_00019,False,s4_C2,0.12061754562644406,,no_quality_defect_at_entry
test_00020,True,s4_C1,1.2693666082490687,h4_final,localized_candidate
test_00021,False,s4_B3,0.5974979319381647,,no_quality_defect_at_entry
test_00022,False,s4_A2,0.12938714850233687,,no_quality_defect_at_entry
test_00023,False,s4_C1,0.10915818036034232,,no_quality_defect_at_entry
test_00024,False,s4_B2,0.12401240580378031,,no_quality_defect_at_entry
test_00025,False,s4_A1,0.6676672930727975,,no_quality_defect_at_entry
test_00026,True,s4_A1,1.2268281037636994,h4_final,localized_candidate
test_00027,False,s4_C1,0.17634070565691476,,no_quality_defect_at_entry
test_00028,False,s4_A1,0.12677923293286356,,no_quality_defect_at_entry
test_00029,False,s4_B3,0.14476286883743616,,no_quality_defect_at_entry
test_00030,False,s4_A2,0.13304477421331917,,no_quality_defect_at_entry
test_00031,True,s4_C3,1.2798472849288896,h4_final,localized_candidate
test_00032,True,s4_A3,1.2403468195216514,h4_final,localized_candidate
test_00033,False,s4_B3,0.5081289571624368,,no_quality_defect_at_entry
test_00034,False,s4_B1,0.12953876519697038,,no_quality_defect_at_entry
test_00035,False,s4_B1,0.6669815237049861,,no_quality_defect_at_entry
test_00036,False,s4_B1,0.5987927092262907,,no_quality_defect_at_entry
test_00037,False,s4_C3,0.18374583950420004,,no_quality_defect_at_entry
test_00038,False,s4_A2,0.10725491897778282,,no_quality_defect_at_entry
test_00039,False,s4_B1,0.14394616984070738,,no_quality_defect_at_entry
test_00040,False,s4_B1,0.12967654070507031,,no_quality_defect_at_entry
test_00041,False,s4_B3,0.19075609663014398,,no_quality_defect_at_entry
test_00042,False,s4_B1,0.6313872458219697,,no_quality_defect_at_entry
test_00043,False,s4_B1,0.13956311100884214,,no_quality_defect_at_entry
test_00044,False,s4_A1,0.19360933138330702,,no_quality_defect_at_entry
test_00045,False,s4_B3,0.48484492799023016,,no_quality_defect_at_entry
test_00046,False,s4_A1,0.7121772988148982,,no_quality_defect_at_entry
test_00047,False,s4_C3,0.14574766582645546,,no_quality_defect_at_entry
test_00048,False,s4_A2,0.5725778433779396,,no_quality_defect_at_entry
test_00049,False,s4_B3,0.5744640077233576,,no_quality_defect_at_entry
test_00050,False,s4_A3,0.14322481309488586,,no_quality_defect_at_entry
test_00051,False,s4_A2,0.11835555135634748,,no_quality_defect_at_entry
test_00052,False,s4_A3,0.14346165425656765,,no_quality_defect_at_entry
test_00053,False,s4_A2,0.6510256580921481,,no_quality_defect_at_entry
test_00054,False,s4_C2,0.1252648268488684,,no_quality_defect_at_entry
test_00055,False,s4_A1,0.15003519058156836,,no_quality_defect_at_entry
test_00056,False,s4_A2,0.11534784558793937,,no_quality_defect_at_entry
test_00057,True,s4_A2,1.3885225166787316,h4_final,localized_candidate
test_00058,False,s4_B3,0.1637393339617724,,no_quality_defect_at_entry
test_00059,False,s4_C2,0.8463020476086525,,no_quality_defect_at_entry
test_00060,False,s4_A1,0.16397939869627468,,no_quality_defect_at_entry
test_00061,False,s4_A1,0.6830484655831423,,no_quality_defect_at_entry
test_00062,False,s4_B1,0.12387315542675713,,no_quality_defect_at_entry
test_00063,False,s4_C1,0.6939720989867558,,no_quality_defect_at_entry
test_00064,False,s4_B3,0.5485281604773881,,no_quality_defect_at_entry
test_00065,False,s4_A3,0.6814389212287035,,no_quality_defect_at_entry
test_00066,False,s4_A1,0.6771824165528652,,no_quality_defect_at_entry
test_00067,False,s4_C3,0.12719785676029663,,no_quality_defect_at_entry
test_00068,False,s4_A2,0.13728869953229583,,no_quality_defect_at_entry
test_00069,False,s4_A2,0.16103847865167464,,no_quality_defect_at_entry
test_00070,False,s4_C3,0.181365396487755,,no_quality_defect_at_entry
test_00071,True,s4_C2,1.2439064019238857,h4_final,localized_candidate
test_00072,False,s4_B3,0.11524824217945458,,no_quality_defect_at_entry
test_00073,False,s4_A1,0.8750155066245238,,no_quality_defect_at_entry
test_00074,False,s4_C2,0.11030135383345761,,no_quality_defect_at_entry
test_00075,False,s4_B3,0.577930800200643,,no_quality_defect_at_entry
test_00076,False,s4_C3,0.13216455614011702,,no_quality_defect_at_entry
test_00077,False,s4_C3,0.1725655579661783,,no_quality_defect_at_entry
test_00078,False,s4_B3,0.6094391155225762,,no_quality_defect_at_entry
test_00079,True,s4_B3,1.2809908668146461,h4_final,localized_candidate
test_00080,False,s4_B3,0.5782790052666583,,no_quality_defect_at_entry
test_00081,False,s4_A1,0.12646325553099777,,no_quality_defect_at_entry
test_00082,False,s4_A1,0.13494650278100936,,no_quality_defect_at_entry
test_00083,False,s4_B3,0.7927090515434352,,no_quality_defect_at_entry
test_00084,False,s4_A3,0.1087025724997643,,no_quality_defect_at_entry
test_00085,False,s4_C2,0.1500204253975748,,no_quality_defect_at_entry
test_00086,True,s4_A2,1.3081977180771773,h4_final,localized_candidate
test_00087,False,s4_B1,0.08848253514792126,,no_quality_defect_at_entry
test_00088,True,s4_C2,1.2734747501171326,h4_final,localized_candidate
test_00089,False,s4_B3,0.558766218212913,,no_quality_defect_at_entry
test_00090,False,s4_B3,0.6533402573616901,,no_quality_defect_at_entry
test_00091,False,s4_B1,0.6145170697380573,,no_quality_defect_at_entry
test_00092,False,s4_C3,0.11182829707808424,,no_quality_defect_at_entry
test_00093,False,s4_A3,0.14043017135098154,,no_quality_defect_at_entry
test_00094,False,s4_B3,0.12675971183280968,,no_quality_defect_at_entry
test_00095,False,s4_B1,0.5773901517254779,,no_quality_defect_at_entry
test_00096,False,s4_A3,0.13193202146093655,,no_quality_defect_at_entry
test_00097,False,s4_A1,0.5857952317036055,,no_quality_defect_at_entry
test_00098,False,s4_C2,0.12269653372699117,,no_quality_defect_at_entry
test_00099,False,s4_A2,0.1116611299240932,,no_quality_defect_at_entry
