sample_id,quality_defect,observed_node,maximum_final_error_mm,predicted_root,trace_status
test_00000,False,s4_A1,0.15031753390204194,,no_quality_defect_at_entry
test_00001,False,s4_C2,0.6707245920748854,,no_quality_defect_at_entry
test_00002,True,s4_B2,1.52945871140525,s2_B2,localized_candidate
test_00003,False,s4_B1,0.1691171816421945,,no_quality_defect_at_entry
test_00004,False,s4_C2,0.15635393671777262,,no_quality_defect_at_entry
test_00005,False,s4_B3,0.1424660205332284,,no_quality_defect_at_entry
test_00006,True,s4_B3,1.659376741667156,s3_B3,localized_candidate
test_00007,True,s4_B1,1.6889466177502794,s3_B1,localized_candidate
test_00008,True,s4_A3,2.0192197332494612,s4_A3,localized_candidate
test_00009,False,s4_C1,0.20862962506792057,,no_quality_defect_at_entry
test_00010,False,s4_C2,0.14022807311557245,,no_quality_defect_at_entry
test_00011,True,s4_C1,1.9652796759086173,s4_C1,localized_candidate
test_00012,True,s4_A1,1.4837764823877055,s3_A1,localized_candidate
test_00013,True,s4_B1,2.149260652928331,s4_B1,localized_candidate
test_00014,True,s4_A1,1.360893835081424,s2_A1,localized_candidate
test_00015,False,s4_A1,0.1654609459212465,,no_quality_defect_at_entry
test_00016,True,s4_A1,1.8934309034773897,s4_A1,localized_candidate
test_00017,True,s4_A2,1.5171624686245455,s3_A2,localized_candidate
test_00018,False,s4_B1,0.1322500262054649,,no_quality_defect_at_entry
test_00019,False,s4_B1,0.16232521636818362,,no_quality_defect_at_entry
test_00020,True,s4_B1,2.2014534380751836,s2_B1,localized_candidate
test_00021,True,s4_B1,2.0505722213800164,s4_B1,localized_candidate
test_00022,True,s4_C1,1.0617586851460301,s1_C1,localized_candidate
test_00023,True,s4_B1,2.0712872493713776,s4_B1,localized_candidate
test_00024,True,s4_B1,2.3378771090576773,s2_B1,localized_candidate
test_00025,True,s4_B1,1.9656054624082868,s4_B1,localized_candidate
test_00026,True,s4_B2,1.8636280087482093,s3_B2,localized_candidate
test_00027,True,s4_A3,1.5171103661130059,s3_A3,localized_candidate
test_00028,True,s4_B1,1.7198995361041274,s3_B1,localized_candidate
test_00029,False,s4_C2,0.15417248739019368,,no_quality_defect_at_entry
